tempo,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rms,chroma_stft,onset_strength_mean,onset_strength_std,pitch_variance,spectral_flux_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,label,song_id,segment_type
148.02631578947367,2449.715860104358,2618.7868503759505,5054.318121222894,0.05546444520974049,0.12206011,0.3754721,1.1779263,1.1165326,0.08657047,1.1165326,-194.0072,80.627426,155.59378,34.429897,-38.783905,23.98912,52.7882,23.973373,-3.8840747,19.734327,13.680005,17.14573,-8.689422,15.434235,-6.719376,12.768621,7.982407,12.307686,-7.4293857,9.344628,-4.1570115,10.257952,2.6608226,10.475696,5.1141458,9.383551,Vallenato,Peter Manjarres - Tragao De Ti.mp3,inicio
152.02702702702703,3454.5921510887633,3456.5901045548803,7314.374666725916,0.08498923108114113,0.17235823,0.3733525,1.2398614,1.2073978,0.08817021,1.2073978,-137.5279,55.878765,134.7048,27.170929,-39.100445,17.211227,62.008015,15.946371,-23.881582,18.685696,31.610786,14.56813,-20.537413,15.903454,8.87872,12.265381,2.0965397,13.719891,0.23327324,9.626877,1.0541956,9.870986,0.08076906,8.977886,8.449448,10.929641,Vallenato,Peter Manjarres - Tragao De Ti.mp3,mitad
148.02631578947367,2816.9371499033673,2828.074199501225,5720.474693387842,0.0690556053923747,0.1645668,0.41582122,1.0867767,0.9917819,0.09565706,0.9917819,-179.95934,114.93496,144.62703,37.023914,-27.281178,46.43889,49.520874,28.018057,-12.018597,18.168459,27.048758,18.82462,-18.34707,19.76666,3.5974903,14.136189,12.211001,13.570316,-2.5545347,9.52264,-6.5141344,11.292666,2.9784455,9.092177,11.037419,10.708732,Vallenato,Peter Manjarres - Tragao De Ti.mp3,final
104.16666666666667,3206.1251040871375,3298.6966695037368,6933.084118378955,0.07820988074342339,0.22428036,0.43149585,1.1664959,0.9966101,0.08572584,0.9966101,-118.48219,75.67658,130.5818,28.27557,-32.211784,17.148798,70.87602,19.37035,-14.37663,18.214119,20.97084,15.313014,-3.0335686,15.641568,2.8023887,15.387372,-1.70581,10.109188,-4.5145054,9.351577,3.0256546,8.153889,-3.142903,8.626549,1.1032486,8.714713,Vallenato,Patricia Teheran - Tarde Lo Conoci.mp3,inicio
106.13207547169812,3225.394961989024,3441.916201871315,7013.60313722005,0.06969542220271951,0.27053827,0.43527752,1.301825,1.3113033,0.08502671,1.3113033,-103.37483,51.35735,130.64647,23.152973,-20.478638,20.7438,79.21733,14.513746,-16.263731,17.450844,27.545382,15.616748,-8.377276,16.43518,7.429025,11.613246,0.22861378,10.941705,-4.2707524,11.321482,4.5836587,10.972387,-0.92306805,11.911657,1.2495039,9.382699,Vallenato,Patricia Teheran - Tarde Lo Conoci.mp3,mitad
160.71428571428572,3539.755046853929,3698.1557549237423,7897.1210673658015,0.07105958940632777,0.19025537,0.41033164,1.1849729,1.0102643,0.094874494,1.0102643,-153.57693,118.9982,116.33666,39.163654,-15.672903,22.7637,52.80407,24.899368,-21.141695,19.933708,31.197107,19.599798,-17.249645,13.982357,12.216686,11.299986,3.3173144,10.312513,-4.5368586,9.969888,2.358992,9.810296,6.1873784,10.125995,-0.9404179,9.089833,Vallenato,Patricia Teheran - Tarde Lo Conoci.mp3,final
100.44642857142857,2317.9627217766442,2496.37877760838,4521.612824386776,0.05693414920680768,0.0912072,0.34756958,1.1935484,1.2966162,0.09615636,1.2966162,-260.14163,103.30825,145.92458,29.909437,-46.413937,35.205154,48.09392,23.693306,2.8067272,20.364557,8.682106,14.024857,-2.7091343,14.358339,-1.1909584,10.856633,-4.300375,10.617019,-3.801014,15.102504,-5.471438,14.209517,-7.2646604,11.868492,-2.4977782,13.150916,Vallenato,Diomedes Diaz - Sin Medir Distancias.mp3,inicio
106.13207547169812,2560.3741927563256,2663.2094672779335,5191.410415926058,0.06413738252088517,0.10327879,0.40013915,1.2852602,1.3306193,0.08572871,1.3306193,-205.2533,59.324512,149.15854,21.137262,-56.889988,20.474735,60.297253,17.325825,-3.0959895,19.338873,15.753242,13.471177,-6.142192,13.145577,-2.643894,11.778488,-4.7721567,11.164989,6.259741,10.896997,7.4395967,9.7480135,0.08694068,8.807611,3.160177,9.956346,Vallenato,Diomedes Diaz - Sin Medir Distancias.mp3,mitad
108.17307692307692,2741.7020777320763,2677.939370502644,5277.495111980093,0.0718148370845183,0.074063584,0.42738533,1.1680813,1.0466318,0.08650795,1.0466318,-260.33612,108.13695,138.38292,34.27895,-52.917747,27.335928,46.615135,23.6965,3.6947134,19.988409,19.703733,17.92636,-7.5989323,12.857413,-1.762241,12.594619,7.2207885,9.7389,-2.700906,8.964796,-5.4671288,10.2951765,5.0025206,10.440187,5.265314,9.430602,Vallenato,Diomedes Diaz - Sin Medir Distancias.mp3,final
127.8409090909091,3112.2346196116855,3409.369578085384,6929.609736046925,0.06526513342072521,0.19217002,0.3643331,1.1910014,1.2151247,0.088972345,1.2151247,-137.69484,73.78046,136.86047,30.805094,-21.278765,22.507267,61.454834,20.64618,-21.771862,21.082827,29.817205,15.539342,-11.980676,15.791503,7.6342435,12.542169,-2.7098835,12.499463,-2.3846133,9.200549,-2.4842167,9.43813,-3.7725744,8.589355,2.830129,9.325518,Vallenato,Los Gigantes del Vallenato - Me Parte El Corazon.mp3,inicio
127.8409090909091,3464.9856400302756,3585.4567904755686,7530.069654283683,0.07565165498355848,0.21839316,0.38140574,1.2563415,1.2138464,0.08894762,1.2138464,-112.10869,55.743343,134.4245,31.476976,-30.666712,20.475134,60.503212,18.724922,-26.498915,20.329472,35.389404,16.253157,-14.594822,14.403641,10.204879,12.1040125,-7.850718,10.387179,-3.0538306,10.733938,-3.1562233,9.972304,-1.6250031,9.86321,4.7222495,8.759229,Vallenato,Los Gigantes del Vallenato - Me Parte El Corazon.mp3,mitad
